sequence,class
"[(0.0, 'calories_1', 24900.0), (0.0, 'bpm_2', 21720.0), (420.0, 'bpm_1', 21240.0), (720.0, 'distance_1', 38160.0), (720.0, 'steps_1', 37860.0), (780.0, 'bpm_3', 47940.0), (1920.0, 'rem', 450.0), (2370.0, 'light', 2310.0), (2700.0, 'calories_2', 11640.0), (4320.0, 'calories_3', 5520.0), (4680.0, 'deep', 3030.0), (7710.0, 'light', 420.0), (8130.0, 'wake', 600.0), (8730.0, 'light', 120.0), (8850.0, 'wake', 210.0), (9060.0, 'light', 600.0), (9660.0, 'wake', 300.0), (9960.0, 'light', 2940.0), (12900.0, 'rem', 990.0), (13890.0, 'light', 150.0), (14040.0, 'wake', 480.0), (14520.0, 'light', 2610.0), (15720.0, 'bpm_4', 22260.0), (17130.0, 'rem', 1020.0), (18150.0, 'light', 540.0), (18660.0, 'calories_2', 18600.0), (18690.0, 'wake', 270.0), (18960.0, 'rem', 270.0), (19230.0, 'wake', 390.0), (19260.0, 'calories_3', 24900.0), (19620.0, 'rem', 510.0), (20130.0, 'light', 1740.0), (21720.0, 'distance_2', 5940.0), (21720.0, 'steps_2', 9960.0), (21870.0, 'rem', 300.0), (22170.0, 'SleepScore', 69.0), (24845.0, 'Walk', 973000.0), (24960.0, 'calories_1', 27060.0), (28800.0, 'bpm_2', 16440.0), (31260.0, 'distance_2', 13440.0), (32580.0, 'steps_2', 12120.0), (35220.0, 'bpm_1', 20340.0), (38280.0, 'calories_2', 14580.0), (38640.0, 'steps_1', 15960.0), (38940.0, 'distance_1', 15660.0), (46320.0, 'calories_3', 25620.0), (46380.0, 'bpm_4', 25620.0), (48060.0, 'bpm_2', 16980.0), (48960.0, 'distance_2', 19800.0), (48960.0, 'steps_2', 19800.0), (49865.0, 'Weights', 3028000.0), (54644.0, 'Walk', 2458000.0), (57060.0, 'distance_1', 14940.0), (57060.0, 'steps_1', 14940.0), (57480.0, 'calories_2', 14520.0), (59040.0, 'bpm_3', 12840.0), (61560.0, 'bpm_1', 10380.0), (62460.0, 'calories_1', 6540.0)]",0
"[(0.0, 'calories_2', 23760.0), (0.0, 'distance_1', 22080.0), (0.0, 'steps_1', 22080.0), (0.0, 'bpm_4', 8460.0), (60.0, 'distance_2', 2520.0), (60.0, 'steps_2', 2520.0), (420.0, 'calories_3', 25260.0), (480.0, 'bpm_1', 13560.0), (1320.0, 'bpm_3', 22980.0), (1380.0, 'bpm_2', 12780.0), (4320.0, 'calories_1', 31500.0), (6090.0, 'wake', 540.0), (6630.0, 'light', 300.0), (6930.0, 'deep', 3030.0), (9960.0, 'light', 90.0), (10050.0, 'rem', 1980.0), (12030.0, 'wake', 900.0), (12780.0, 'bpm_4', 16140.0), (12930.0, 'light', 690.0), (13620.0, 'deep', 420.0), (14040.0, 'light', 930.0), (14520.0, 'bpm_2', 18120.0), (14970.0, 'rem', 390.0), (15360.0, 'light', 840.0), (16200.0, 'rem', 630.0), (16830.0, 'light', 7290.0), (23400.0, 'distance_1', 24660.0), (23400.0, 'steps_1', 24660.0), (23580.0, 'bpm_1', 7140.0), (24120.0, 'rem', 1260.0), (25380.0, 'calories_2', 25800.0), (25380.0, 'wake', 540.0), (25920.0, 'light', 1080.0), (27000.0, 'wake', 1380.0), (27060.0, 'bpm_3', 16560.0), (28380.0, 'light', 120.0), (28500.0, 'wake', 360.0), (28860.0, 'light', 150.0), (29010.0, 'rem', 720.0), (29730.0, 'light', 810.0), (30540.0, 'rem', 390.0), (30930.0, 'light', 840.0), (31770.0, 'wake', 360.0), (32130.0, 'light', 120.0), (32250.0, 'wake', 210.0), (32340.0, 'distance_2', 9660.0), (32340.0, 'steps_2', 8640.0), (32460.0, 'bpm_1', 9780.0), (32460.0, 'light', 1320.0), (32520.0, 'calories_3', 39420.0), (33000.0, 'bpm_4', 21600.0), (33780.0, 'rem', 510.0), (34290.0, 'light', 240.0), (34530.0, 'wake', 240.0), (34770.0, 'light', 390.0), (35160.0, 'wake', 210.0), (35370.0, 'SleepScore', 60.0), (37500.0, 'calories_1', 13920.0), (41940.0, 'steps_2', 14220.0), (42180.0, 'distance_2', 13980.0), (42660.0, 'bpm_2', 5400.0), (44100.0, 'bpm_3', 12420.0), (45300.0, 'bpm_1', 16140.0), (48116.0, 'Run', 4271000.0), (52500.0, 'distance_1', 19500.0), (52500.0, 'steps_1', 19500.0), (54720.0, 'bpm_4', 16560.0), (56580.0, 'bpm_3', 15420.0), (56760.0, 'calories_2', 15240.0), (56940.0, 'calories_1', 13860.0), (57420.0, 'bpm_2', 9840.0), (57840.0, 'distance_2', 7080.0), (57840.0, 'steps_2', 7080.0), (70200.0, 'bpm_1', 1500.0)]",1
"[(0.0, 'calories_2', 31560.0), (0.0, 'distance_1', 28680.0), (0.0, 'steps_1', 28680.0), (0.0, 'bpm_3', 28620.0), (60.0, 'bpm_4', 19380.0), (540.0, 'calories_1', 40680.0), (1380.0, 'bpm_1', 9180.0), (2400.0, 'distance_2', 2880.0), (2400.0, 'steps_2', 2880.0), (3000.0, 'calories_3', 11460.0), (4140.0, 'bpm_2', 7980.0), (9510.0, 'wake', 300.0), (9810.0, 'light', 3090.0), (12900.0, 'deep', 420.0), (13320.0, 'light', 120.0), (13440.0, 'rem', 810.0), (14250.0, 'wake', 480.0), (14730.0, 'light', 600.0), (15330.0, 'deep', 330.0), (15660.0, 'light', 450.0), (16110.0, 'deep', 1290.0), (17400.0, 'light', 360.0), (17760.0, 'rem', 1110.0), (18870.0, 'light', 840.0), (19710.0, 'deep', 420.0), (20130.0, 'light', 1560.0), (20640.0, 'bpm_2', 19200.0), (20760.0, 'bpm_1', 4740.0), (21690.0, 'rem', 1890.0), (23580.0, 'light', 1650.0), (25230.0, 'rem', 360.0), (25590.0, 'light', 510.0), (26100.0, 'wake', 270.0), (26370.0, 'light', 4680.0), (28260.0, 'bpm_4', 42420.0), (28440.0, 'distance_2', 33060.0), (28440.0, 'steps_2', 33060.0), (28440.0, 'bpm_1', 9480.0), (28680.0, 'bpm_3', 26400.0), (30600.0, 'distance_1', 41280.0), (30600.0, 'steps_1', 41280.0), (31050.0, 'wake', 240.0), (31290.0, 'SleepScore', 69.0), (31440.0, 'calories_3', 40560.0), (31860.0, 'calories_2', 40080.0), (41280.0, 'calories_1', 30360.0), (41700.0, 'bpm_1', 6780.0), (42180.0, 'bpm_2', 29400.0), (53280.0, 'bpm_1', 18000.0), (55140.0, 'bpm_3', 16860.0)]",3
"[(0.0, 'calories_1', 35220.0), (0.0, 'bpm_2', 13500.0), (120.0, 'bpm_3', 60.0), (360.0, 'bpm_1', 27120.0), (1200.0, 'distance_1', 16500.0), (1200.0, 'steps_1', 16500.0), (1500.0, 'deep', 1260.0), (2760.0, 'light', 720.0), (3480.0, 'rem', 1410.0), (4800.0, 'calories_2', 36480.0), (4890.0, 'light', 1380.0), (6270.0, 'deep', 2520.0), (8790.0, 'light', 3600.0), (12390.0, 'deep', 720.0), (13110.0, 'light', 840.0), (13950.0, 'rem', 360.0), (14310.0, 'light', 780.0), (15090.0, 'rem', 420.0), (15510.0, 'light', 420.0), (15930.0, 'rem', 1770.0), (16440.0, 'bpm_2', 14580.0), (17100.0, 'calories_3', 22380.0), (17700.0, 'wake', 660.0), (18360.0, 'light', 1950.0), (19080.0, 'distance_1', 31560.0), (19080.0, 'steps_1', 31560.0), (19080.0, 'bpm_3', 17820.0), (20310.0, 'rem', 840.0), (20820.0, 'bpm_4', 13860.0), (21150.0, 'wake', 840.0), (21960.0, 'distance_2', 5760.0), (21960.0, 'steps_2', 5760.0), (21990.0, 'SleepScore', 79.0), (25452.0, 'Walk', 973000.0), (30480.0, 'bpm_1', 23640.0), (35040.0, 'bpm_4', 8640.0), (35340.0, 'calories_1', 33240.0), (35760.0, 'distance_2', 7680.0), (35760.0, 'steps_2', 7680.0), (36960.0, 'bpm_3', 12120.0), (38294.0, 'Weights', 5130000.0), (39540.0, 'calories_3', 19920.0), (43860.0, 'bpm_2', 2340.0), (46080.0, 'bpm_4', 9960.0), (47280.0, 'calories_2', 5340.0), (49080.0, 'distance_2', 6960.0), (49080.0, 'steps_2', 6960.0), (49517.0, 'Walk', 3943000.0), (53520.0, 'distance_1', 18240.0), (53520.0, 'steps_1', 18240.0), (54720.0, 'bpm_3', 7380.0), (56700.0, 'bpm_2', 15180.0), (58260.0, 'calories_2', 8880.0), (59580.0, 'calories_3', 12420.0), (59760.0, 'bpm_1', 12240.0), (63000.0, 'distance_2', 7500.0), (63000.0, 'steps_2', 7500.0), (63600.0, 'bpm_4', 7740.0), (65903.0, 'Run', 2258000.0), (71400.0, 'bpm_3', 420.0)]",3
"[(0.0, 'calories_1', 30000.0), (0.0, 'bpm_1', 28980.0), (120.0, 'bpm_2', 9180.0), (570.0, 'light', 1230.0), (1380.0, 'distance_1', 8100.0), (1380.0, 'steps_1', 8100.0), (1740.0, 'calories_2', 11340.0), (1800.0, 'rem', 360.0), (2160.0, 'wake', 210.0), (2370.0, 'light', 5130.0), (7500.0, 'wake', 390.0), (7890.0, 'rem', 600.0), (8490.0, 'light', 3540.0), (11640.0, 'bpm_2', 9600.0), (12030.0, 'rem', 2610.0), (14640.0, 'light', 1740.0), (15120.0, 'distance_1', 6960.0), (15120.0, 'steps_1', 6960.0), (16380.0, 'deep', 480.0), (16860.0, 'light', 390.0), (17250.0, 'deep', 720.0), (17970.0, 'rem', 1380.0), (18720.0, 'calories_2', 6960.0), (19350.0, 'light', 3330.0), (21000.0, 'distance_2', 840.0), (21000.0, 'steps_2', 840.0), (21300.0, 'bpm_3', 300.0), (21720.0, 'bpm_4', 300.0), (22680.0, 'wake', 540.0), (23220.0, 'SleepScore', 80.0), (24600.0, 'calories_3', 1020.0), (29040.0, 'bpm_1', 40380.0), (30060.0, 'calories_1', 41940.0), (56700.0, 'distance_1', 14880.0), (56700.0, 'steps_1', 14880.0), (56700.0, 'bpm_4', 60.0), (56820.0, 'bpm_3', 6240.0), (56880.0, 'bpm_2', 13020.0), (57060.0, 'distance_2', 0.0), (57060.0, 'steps_2', 0.0), (58800.0, 'distance_2', 0.0), (58800.0, 'steps_2', 0.0), (60300.0, 'calories_3', 420.0), (60420.0, 'calories_2', 6180.0), (62280.0, 'distance_2', 960.0), (62280.0, 'steps_2', 960.0), (62400.0, 'calories_3', 0.0), (62820.0, 'bpm_4', 300.0), (64320.0, 'calories_3', 2520.0), (69480.0, 'bpm_4', 60.0), (69600.0, 'bpm_3', 2400.0)]",0
"[(0.0, 'calories_1', 24660.0), (0.0, 'bpm_1', 21120.0), (360.0, 'bpm_2', 20820.0), (480.0, 'deep', 1410.0), (1890.0, 'rem', 1290.0), (2280.0, 'calories_2', 17640.0), (2580.0, 'distance_1', 34200.0), (2580.0, 'steps_1', 34200.0), (2580.0, 'bpm_3', 2460.0), (3180.0, 'calories_3', 4800.0), (3180.0, 'light', 990.0), (4170.0, 'deep', 2070.0), (6240.0, 'light', 1410.0), (7650.0, 'rem', 300.0), (7950.0, 'wake', 480.0), (8430.0, 'light', 60.0), (8490.0, 'rem', 390.0), (8880.0, 'light', 4170.0), (13050.0, 'wake', 690.0), (13740.0, 'light', 120.0), (13860.0, 'wake', 360.0), (14220.0, 'light', 180.0), (14400.0, 'wake', 360.0), (14760.0, 'light', 5400.0), (20160.0, 'wake', 390.0), (20550.0, 'SleepScore', 65.0), (21240.0, 'distance_2', 5940.0), (21240.0, 'steps_2', 5940.0), (21240.0, 'bpm_4', 4920.0), (21300.0, 'calories_2', 19080.0), (22560.0, 'bpm_3', 13980.0), (23760.0, 'calories_3', 12120.0), (24300.0, 'bpm_2', 25620.0), (26220.0, 'bpm_1', 23400.0), (26460.0, 'calories_1', 26520.0), (34740.0, 'bpm_4', 11040.0), (36060.0, 'calories_3', 14880.0), (36720.0, 'bpm_3', 13800.0), (38160.0, 'distance_1', 14400.0), (38160.0, 'steps_1', 14400.0), (38820.0, 'distance_2', 8220.0), (38820.0, 'steps_2', 8220.0), (41760.0, 'calories_2', 12240.0), (49020.0, 'bpm_4', 22680.0), (50520.0, 'distance_2', 17340.0), (50520.0, 'steps_2', 17340.0), (50573.0, 'Walk', 10446000.0), (52200.0, 'calories_3', 19500.0), (53340.0, 'calories_1', 18660.0), (55260.0, 'bpm_3', 16740.0), (55320.0, 'distance_1', 16680.0), (55320.0, 'steps_1', 16680.0), (55740.0, 'bpm_1', 16020.0), (58920.0, 'calories_2', 12960.0), (61560.0, 'bpm_2', 10380.0)]",0
"[(0.0, 'calories_1', 27540.0), (0.0, 'bpm_2', 15240.0), (390.0, 'deep', 870.0), (720.0, 'distance_1', 13980.0), (720.0, 'steps_1', 13980.0), (720.0, 'bpm_3', 3780.0), (1140.0, 'bpm_1', 20640.0), (1260.0, 'light', 360.0), (1620.0, 'deep', 420.0), (1980.0, 'calories_2', 16320.0), (2040.0, 'light', 1800.0), (3840.0, 'deep', 450.0), (4080.0, 'bpm_4', 0.0), (4290.0, 'light', 150.0), (4440.0, 'wake', 240.0), (4680.0, 'light', 7380.0), (12060.0, 'wake', 300.0), (12360.0, 'light', 3660.0), (16020.0, 'wake', 2340.0), (18360.0, 'light', 3930.0), (18840.0, 'bpm_2', 27060.0), (19680.0, 'distance_1', 14400.0), (19680.0, 'steps_1', 14400.0), (21300.0, 'bpm_3', 24540.0), (21540.0, 'bpm_4', 17700.0), (21660.0, 'distance_2', 7260.0), (21660.0, 'steps_2', 7200.0), (22290.0, 'wake', 270.0), (22560.0, 'light', 210.0), (22770.0, 'rem', 540.0), (23280.0, 'calories_2', 14400.0), (23310.0, 'light', 300.0), (23610.0, 'wake', 690.0), (24300.0, 'SleepScore', 58.0), (25020.0, 'calories_3', 7620.0), (27720.0, 'calories_1', 42720.0), (28080.0, 'bpm_1', 28740.0), (36000.0, 'distance_1', 15000.0), (36000.0, 'steps_1', 15060.0), (39600.0, 'calories_2', 13500.0), (39960.0, 'distance_2', 3060.0), (39960.0, 'steps_2', 3060.0), (39960.0, 'bpm_4', 17820.0), (43500.0, 'calories_3', 28260.0), (46680.0, 'bpm_2', 25200.0), (47520.0, 'bpm_3', 24480.0), (49620.0, 'distance_2', 14340.0), (49620.0, 'steps_2', 14340.0), (49987.0, 'Walk', 5479000.0), (55440.0, 'steps_1', 16560.0), (55500.0, 'distance_1', 16500.0), (57120.0, 'bpm_1', 13680.0), (59760.0, 'calories_2', 12240.0), (60840.0, 'bpm_4', 9720.0)]",2
"[(0.0, 'calories_1', 24960.0), (0.0, 'bpm_2', 21300.0), (360.0, 'bpm_1', 10560.0), (1650.0, 'light', 1950.0), (1800.0, 'distance_1', 14520.0), (1800.0, 'steps_1', 14520.0), (1800.0, 'bpm_3', 7740.0), (1920.0, 'bpm_4', 60.0), (3000.0, 'calories_2', 24660.0), (3600.0, 'wake', 300.0), (3900.0, 'light', 1470.0), (5370.0, 'wake', 450.0), (5520.0, 'calories_3', 60.0), (5820.0, 'light', 2160.0), (7980.0, 'rem', 420.0), (8400.0, 'light', 180.0), (8580.0, 'wake', 450.0), (9030.0, 'light', 2250.0), (10980.0, 'bpm_1', 10980.0), (11280.0, 'wake', 360.0), (11640.0, 'light', 1020.0), (12660.0, 'rem', 1500.0), (14160.0, 'light', 2910.0), (17070.0, 'rem', 2850.0), (19920.0, 'wake', 810.0), (20730.0, 'light', 1740.0), (20760.0, 'distance_1', 15180.0), (20760.0, 'steps_1', 15180.0), (21480.0, 'bpm_3', 25380.0), (21540.0, 'bpm_4', 15300.0), (21660.0, 'distance_2', 8400.0), (21660.0, 'steps_2', 17220.0), (22470.0, 'rem', 270.0), (22740.0, 'light', 750.0), (23490.0, 'rem', 270.0), (23760.0, 'light', 300.0), (24060.0, 'wake', 420.0), (24480.0, 'light', 270.0), (24750.0, 'SleepScore', 74.0), (25020.0, 'calories_3', 17340.0), (25440.0, 'bpm_2', 20820.0), (25847.0, 'Walk', 1024000.0), (26400.0, 'calories_1', 23400.0), (27720.0, 'calories_2', 26760.0), (29640.0, 'bpm_1', 18300.0), (36300.0, 'distance_1', 16680.0), (36300.0, 'steps_1', 16680.0), (38160.0, 'distance_2', 4500.0), (38760.0, 'bpm_4', 21720.0), (40020.0, 'steps_2', 20460.0), (42420.0, 'calories_3', 29340.0), (46860.0, 'distance_2', 13620.0), (48455.0, 'Weights', 9310000.0), (50880.0, 'bpm_3', 21120.0), (53520.0, 'distance_1', 18480.0), (53520.0, 'steps_1', 18480.0), (54780.0, 'calories_1', 16920.0), (57480.0, 'bpm_2', 14220.0), (60480.0, 'calories_2', 11520.0), (62880.0, 'bpm_1', 3960.0), (71820.0, 'distance_2', 0.0), (71820.0, 'steps_2', 0.0)]",3
"[(0.0, 'calories_1', 37320.0), (0.0, 'bpm_2', 23160.0), (120.0, 'calories_2', 21900.0), (600.0, 'bpm_3', 12180.0), (1080.0, 'calories_3', 300.0), (1530.0, 'wake', 30.0), (1560.0, 'light', 630.0), (1980.0, 'distance_1', 17580.0), (1980.0, 'steps_1', 17580.0), (1980.0, 'bpm_4', 0.0), (2190.0, 'deep', 270.0), (2460.0, 'light', 750.0), (3210.0, 'deep', 390.0), (3600.0, 'light', 390.0), (3990.0, 'deep', 450.0), (4020.0, 'bpm_1', 27600.0), (4440.0, 'light', 480.0), (4920.0, 'rem', 630.0), (5550.0, 'wake', 360.0), (5910.0, 'light', 450.0), (6360.0, 'wake', 240.0), (6600.0, 'deep', 1770.0), (8370.0, 'light', 2160.0), (10530.0, 'rem', 300.0), (10830.0, 'light', 2070.0), (12900.0, 'deep', 450.0), (13350.0, 'light', 1140.0), (14490.0, 'rem', 420.0), (14910.0, 'light', 4140.0), (19050.0, 'rem', 1800.0), (19800.0, 'distance_1', 30120.0), (19800.0, 'steps_1', 30120.0), (20850.0, 'light', 1980.0), (21180.0, 'calories_3', 11280.0), (22830.0, 'rem', 2400.0), (23160.0, 'calories_2', 24960.0), (23760.0, 'bpm_2', 19980.0), (25230.0, 'light', 300.0), (25530.0, 'wake', 360.0), (25890.0, 'light', 900.0), (26790.0, 'rem', 1110.0), (27900.0, 'light', 450.0), (28350.0, 'rem', 360.0), (28710.0, 'light', 330.0), (28800.0, 'distance_2', 12480.0), (28800.0, 'steps_2', 12660.0), (28860.0, 'bpm_3', 13500.0), (29040.0, 'wake', 360.0), (29400.0, 'light', 1980.0), (30480.0, 'bpm_4', 11100.0), (31380.0, 'wake', 210.0), (31590.0, 'light', 180.0), (31770.0, 'wake', 300.0), (32070.0, 'SleepScore', 79.0), (32520.0, 'calories_3', 21420.0), (34680.0, 'bpm_1', 10200.0), (41340.0, 'distance_2', 9180.0), (41520.0, 'steps_2', 9000.0), (41640.0, 'bpm_4', 10680.0), (43260.0, 'calories_1', 28080.0), (43680.0, 'bpm_3', 15300.0), (44666.0, 'Walk', 3379000.0), (48780.0, 'bpm_2', 22140.0), (49140.0, 'bpm_1', 17820.0), (49980.0, 'distance_1', 22020.0), (49980.0, 'steps_1', 22020.0), (51720.0, 'distance_2', 20160.0), (51720.0, 'steps_2', 6960.0), (52380.0, 'calories_2', 19620.0), (54000.0, 'calories_3', 17880.0), (54720.0, 'bpm_4', 17280.0), (59040.0, 'bpm_3', 12900.0), (59880.0, 'steps_2', 6960.0)]",0
"[(0.0, 'calories_3', 17640.0), (0.0, 'bpm_3', 28860.0), (60.0, 'calories_2', 26160.0), (60.0, 'distance_1', 23820.0), (60.0, 'steps_1', 23820.0), (300.0, 'bpm_4', 18840.0), (420.0, 'distance_2', 13380.0), (420.0, 'steps_2', 13380.0), (780.0, 'calories_1', 14040.0), (14160.0, 'bpm_2', 9600.0), (17700.0, 'calories_1', 14520.0), (17730.0, 'wake', 30.0), (17760.0, 'light', 450.0), (18210.0, 'deep', 1230.0), (19440.0, 'light', 1140.0), (20580.0, 'rem', 2070.0), (21360.0, 'bpm_1', 0.0), (22650.0, 'light', 30.0), (22680.0, 'wake', 390.0), (23070.0, 'light', 3660.0), (23640.0, 'bpm_4', 20700.0), (24180.0, 'distance_1', 27660.0), (24180.0, 'steps_1', 27660.0), (26460.0, 'bpm_2', 17340.0), (26730.0, 'rem', 270.0), (27000.0, 'light', 210.0), (27210.0, 'wake', 660.0), (27240.0, 'calories_2', 25020.0), (27870.0, 'light', 2070.0), (29940.0, 'rem', 1110.0), (30600.0, 'bpm_3', 21240.0), (31050.0, 'wake', 450.0), (31200.0, 'calories_3', 16980.0), (31500.0, 'light', 3240.0), (32280.0, 'calories_1', 10980.0), (32760.0, 'distance_2', 15480.0), (32760.0, 'steps_2', 15480.0), (32880.0, 'bpm_1', 2400.0), (34740.0, 'SleepScore', 58.0), (40680.0, 'bpm_1', 6180.0), (42000.0, 'asleep', 60.0), (42060.0, 'restless', 120.0), (42180.0, 'asleep', 660.0), (42840.0, 'restless', 60.0), (42900.0, 'asleep', 60.0), (42960.0, 'restless', 60.0), (43020.0, 'awake', 60.0), (43080.0, 'asleep', 1380.0), (43320.0, 'calories_1', 11700.0), (44160.0, 'bpm_2', 26880.0), (44400.0, 'bpm_4', 7320.0), (44460.0, 'restless', 120.0), (44580.0, 'asleep', 60.0), (44640.0, 'restless', 120.0), (44760.0, 'asleep', 600.0), (45360.0, 'restless', 60.0), (45420.0, 'asleep', 2280.0), (49860.0, 'bpm_1', 8880.0), (50700.0, 'calories_3', 21000.0), (52020.0, 'distance_1', 19860.0), (52020.0, 'steps_1', 19860.0), (52320.0, 'calories_2', 19680.0), (54180.0, 'bpm_3', 17340.0), (55080.0, 'calories_1', 16200.0), (59400.0, 'bpm_1', 12600.0), (59880.0, 'distance_2', 10020.0), (59880.0, 'steps_2', 10020.0), (60060.0, 'bpm_4', 10020.0)]",3
"[(0.0, 'calories_1', 24480.0), (0.0, 'bpm_1', 23820.0), (900.0, 'distance_1', 12960.0), (900.0, 'steps_1', 14580.0), (1440.0, 'light', 6570.0), (4500.0, 'calories_2', 14160.0), (8010.0, 'rem', 1260.0), (8880.0, 'bpm_2', 13740.0), (9270.0, 'light', 2100.0), (11370.0, 'rem', 330.0), (11700.0, 'light', 1050.0), (12750.0, 'rem', 1440.0), (14190.0, 'light', 2880.0), (15060.0, 'distance_1', 23580.0), (17070.0, 'rem', 300.0), (17370.0, 'light', 270.0), (17460.0, 'calories_3', 19740.0), (17640.0, 'rem', 1680.0), (19080.0, 'calories_2', 23940.0), (19320.0, 'light', 360.0), (19680.0, 'rem', 480.0), (20100.0, 'steps_1', 18600.0), (20160.0, 'light', 330.0), (20490.0, 'rem', 3150.0), (21060.0, 'bpm_3', 14940.0), (21120.0, 'bpm_4', 9900.0), (21240.0, 'distance_2', 12300.0), (21240.0, 'steps_2', 12300.0), (22860.0, 'bpm_2', 19020.0), (23640.0, 'wake', 270.0), (23910.0, 'light', 60.0), (23970.0, 'SleepScore', 82.0), (24547.0, 'Walk', 1075000.0), (25800.0, 'calories_1', 19680.0), (30300.0, 'bpm_1', 10620.0), (37020.0, 'bpm_3', 12060.0), (38700.0, 'distance_1', 18240.0), (38820.0, 'steps_1', 18240.0), (40620.0, 'calories_3', 19860.0), (41100.0, 'distance_2', 14160.0), (41100.0, 'steps_2', 14160.0), (42060.0, 'bpm_4', 14400.0), (43098.0, 'Weights', 2517000.0), (44880.0, 'calories_2', 21180.0), (45660.0, 'bpm_1', 5280.0), (46500.0, 'bpm_2', 16260.0), (49560.0, 'bpm_3', 21840.0), (50100.0, 'calories_1', 15900.0), (52297.0, 'Walk', 3073000.0), (57060.0, 'distance_1', 14940.0), (57120.0, 'steps_1', 14880.0), (58380.0, 'bpm_1', 13620.0), (60180.0, 'distance_2', 9540.0), (60180.0, 'steps_2', 9540.0), (60240.0, 'bpm_4', 11700.0), (63026.0, 'Run', 5255000.0), (63780.0, 'calories_3', 8220.0)]",2
"[(0.0, 'calories_1', 27600.0), (0.0, 'bpm_1', 24600.0), (1080.0, 'bpm_2', 14100.0), (1080.0, 'light', 480.0), (1560.0, 'rem', 390.0), (1950.0, 'wake', 390.0), (2340.0, 'light', 3900.0), (6240.0, 'wake', 240.0), (6480.0, 'light', 360.0), (6840.0, 'rem', 810.0), (7650.0, 'light', 3600.0), (7860.0, 'distance_1', 31020.0), (7860.0, 'steps_1', 31020.0), (11250.0, 'wake', 480.0), (11460.0, 'calories_2', 26220.0), (11730.0, 'light', 330.0), (12060.0, 'wake', 840.0), (12900.0, 'light', 5010.0), (16200.0, 'bpm_2', 17820.0), (17910.0, 'rem', 2040.0), (19950.0, 'light', 390.0), (20340.0, 'rem', 990.0), (20880.0, 'bpm_3', 11820.0), (20940.0, 'distance_2', 19140.0), (20940.0, 'steps_2', 19140.0), (20940.0, 'bpm_4', 16500.0), (21330.0, 'light', 90.0), (21420.0, 'wake', 210.0), (21630.0, 'light', 150.0), (21780.0, 'wake', 360.0), (22140.0, 'light', 120.0), (22260.0, 'wake', 1320.0), (23580.0, 'SleepScore', 74.0), (24480.0, 'calories_3', 19260.0), (25650.0, 'Walk', 1945000.0), (28560.0, 'calories_1', 24780.0), (30840.0, 'bpm_1', 23760.0), (34200.0, 'Walk', 3226000.0), (37500.0, 'bpm_3', 9240.0), (37860.0, 'bpm_4', 18660.0), (38400.0, 'bpm_2', 12660.0), (38940.0, 'distance_1', 32820.0), (38940.0, 'steps_1', 32820.0), (41220.0, 'calories_2', 13500.0), (45600.0, 'distance_2', 10860.0), (45600.0, 'steps_2', 10860.0), (47160.0, 'bpm_3', 24240.0), (47820.0, 'calories_3', 12660.0), (51250.0, 'Walk', 922000.0), (54240.0, 'calories_1', 15480.0), (55200.0, 'bpm_2', 16800.0), (56580.0, 'bpm_4', 14760.0), (57900.0, 'bpm_1', 13980.0), (58380.0, 'calories_2', 10560.0), (66180.0, 'calories_3', 5820.0), (66240.0, 'distance_2', 5040.0), (66240.0, 'steps_2', 5040.0), (66918.0, 'Walk', 3891000.0)]",2
